node_id,name,parent_node_id
JAVA:920,Transaction,JAVA:167
JAVA:921,Transaction Isolation Level,JAVA:167
JAVA:925,Tree Set,JAVA:833
JAVA:926,Trie,JAVA:777
JAVA:927,Troubleshooting Tools,JAVA:467
JAVA:929,Try Catch,JAVA:253
JAVA:930,Types of Testing,JAVA:829
JAVA:931,UML,JAVA:993
JAVA:932,UML Diagram,JAVA:931
JAVA:934,Unit Test Case,JAVA:935
JAVA:935,Unit Testing,JAVA:900
JAVA:936,Unit Testing,JAVA:930
JAVA:937,Unordered Collection,JAVA:187
JAVA:938,Update,JAVA:842
JAVA:941,Use Case Diagram,JAVA:78
JAVA:942,Utility Pricing,JAVA:646
JAVA:943,Vector,JAVA:532
JAVA:944,Version Control,JAVA:827
JAVA:945,Vertical Scaling,JAVA:765
JAVA:946,Virtual Machine,JAVA:506
JAVA:947,Virtualization,JAVA:241
JAVA:948,VMWare,JAVA:372
JAVA:949,Volatile,JAVA:566
JAVA:950,Volatile,JAVA:565
JAVA:951,Wait,JAVA:909
JAVA:952,Waiting,JAVA:907
JAVA:953,War,JAVA:432
JAVA:954,War,JAVA:205
JAVA:955,Waterfall,JAVA:775
JAVA:956,Weak Reference,JAVA:719
JAVA:957,Web App,JAVA:959
JAVA:958,Web Application,JAVA:415
JAVA:959,Web Application Development,JAVA:993
JAVA:961,Web Container,JAVA:957
JAVA:962,Web Container,JAVA:163
JAVA:963,Web Server,JAVA:163
JAVA:964,Web Server,JAVA:957
JAVA:965,Web Service,JAVA:958
JAVA:966,Web Service Tools,JAVA:467
JAVA:967,Web Services,JAVA:959
JAVA:968,Weblogic,JAVA:417
JAVA:969,Websphere,JAVA:417
JAVA:970,White Box Testing,JAVA:930
JAVA:971,Whitebox Testing,JAVA:900
JAVA:972,Windows Azure,JAVA:631
JAVA:975,WSDL,JAVA:967
JAVA:976,WSDL Generator,JAVA:458
JAVA:977,Wsgen,JAVA:966
JAVA:978,Wsgen,JAVA:976
JAVA:979,Wsimport,JAVA:458
JAVA:980,Wsimport,JAVA:966
JAVA:981,Xjc,JAVA:966
JAVA:982,XML,JAVA:681
JAVA:983,XML Binding,JAVA:981
JAVA:984,XML Schema,JAVA:982
JAVA:985,XPath,JAVA:984
JAVA:986,XSD,JAVA:984
JAVA:987,XSL,JAVA:984
JAVA:988,XSLT,JAVA:984
JAVA:989,Yahoo Mail,JAVA:756
JAVA:990,Yield,JAVA:909
JAVA:991,Young Generation,JAVA:286
JAVA:992,Zoho,JAVA:756
JAVA:993,Java,JAVA:440
JAVA:994,Sets,JAVA:443
JAVA:995,Lists,JAVA:443
JAVA:996,Maps,JAVA:443
JAVA:997,LinkedHashSet,JAVA:994
JAVA:998,SortedSet,JAVA:994
JAVA:999,Tree Set,JAVA:994
JAVA:1000,EnumSet,JAVA:994
JAVA:1001,HashSet,JAVA:994
JAVA:1002,Comparable,JAVA:995
JAVA:1003,Comparator,JAVA:995
JAVA:1004,Vector,JAVA:995
JAVA:1005,ArrayList,JAVA:995
JAVA:1006,LinkedList,JAVA:995
JAVA:1007,Stack,JAVA:995
JAVA:1008,HashMap,JAVA:996
JAVA:1009,TreeMap,JAVA:996
JAVA:1010,LinkedHashMap,JAVA:996
JAVA:1011,hashtable,JAVA:996
JAVA:1012,EnumMap,JAVA:996
JAVA:1013,IdentityHashMap,JAVA:996
JAVA:1014,WeakHashMap,JAVA:996
JAVA:1015,NavigableMap,JAVA:996
JAVA:1016,Language Basics,JAVA:993
JAVA:1017,Arrays,JAVA:1016
JAVA:1018,DataTypes,JAVA:1016
JAVA:1019,Operators,JAVA:1016
JAVA:1020,Loops,JAVA:1016
JAVA:1021,Conditional Statements,JAVA:1016
JAVA:1022,Single Dimensional,JAVA:1017
JAVA:1023,Multi Dimensional,JAVA:1017
JAVA:1024,Boolean,JAVA:1018
JAVA:1025,Interger,JAVA:1018
JAVA:1026,Floating Points,JAVA:1018
JAVA:1027,Char,JAVA:1018
JAVA:1028,String,JAVA:1018
JAVA:1029,Bitwise,JAVA:1019
JAVA:1030,Relational,JAVA:1019
JAVA:1031,Arithmetic,JAVA:1019
JAVA:1032,Assignment,JAVA:1019
JAVA:1033,Unary,JAVA:1019
JAVA:1034,Equality,JAVA:1019
JAVA:1035,Conditional,JAVA:1019
JAVA:1036,Bit Shift,JAVA:1019
JAVA:1037,For Loop,JAVA:1020
JAVA:1038,Do While,JAVA:1020
JAVA:1039,Enhanced For Loop,JAVA:1020
JAVA:1040,While,JAVA:1020
JAVA:1041,If-else Statement,JAVA:1021
JAVA:1042,If Statement,JAVA:1021
JAVA:1043,Switch Statement,JAVA:1021
JAVA:1044,Nested Ifs,JAVA:1021
JAVA:1045,For Statement,JAVA:1021
